Longitude(經度),Latitude(緯度),BSM_BUSSTO(公車站牌位置ID),BSM_CHINES(公車站牌名)
121.472842,25.13098424,373,捷運忠義站
121.5685862,25.0625513,1000631,撫遠抽水站
121.5040857,25.03056276,4145,廈安里
121.6172894,25.04665109,50096,福山抽水站
121.58077,25.047232,1000123,五分埔商圈(中 
121.548528,25.001971,1001341,敦南203巷
121.5294346,25.04878222,6696,長安新生北路 
121.5697615,24.9875197,2425,指南路
121.5183871,25.042498,50687,臺大醫院
121.5078874,25.04164924,4608,捷運西門站
121.55468,25.08527142,1000695,捷運劍南路站
121.531789,25.146038,1000411,水井尾
121.499485,25.13884085,5060,大同街口
121.5704708,24.98625067,1000544,指南路口
121.5476903,25.03778353,1201,仁愛敦化路口
121.501057,25.133116,111,北投分局
121.594406,25.050667,1000795,捷運昆陽站
121.581081,24.973269,9624,指南路3段34巷
121.49262,25.14506,437,貴子坑水土保 
121.502215,25.120327,1001194,八仙里
121.5442602,25.14223743,809,第一展望
121.5409855,25.04135916,2350,懷生國中
121.5246542,25.02145359,1000559,水源路口
121.490879,25.143005,302,致遠新村
121.492508,25.13809265,3963,復興崗
121.526998,25.090801,10208,小北街
121.507117,25.053404,219,延平宮
121.580147,25.011872,36101,富德公墓
121.5526,25.10164,929,衛理女中(原住 
121.5265916,25.02104881,1965,晉江師大路口
121.5402405,25.0736482,4168,九號水門
121.55031,25.114012,1000614,福音
121.499894,25.023291,4640,萬大國小
121.5815972,25.07835692,1104,湖光國宅
121.5323106,25.112457,640,天母棒球場(士 
121.543237,25.05177746,200005015,捷運南京復興 
121.5407144,25.05195078,1556,南京龍江路口
121.5201891,25.05300415,200005036,捷運中山站(志 
121.584938,25.012495,1703,富德公墓12區
121.576507,25.13154114,14408,平等里
121.5681927,25.10671438,9421,雙溪站二
121.5594832,24.99779425,1000764,臺灣警察專科 
121.5011211,25.03487308,4619,萬華車站
121.517132,25.091231,860,陽明高中
121.5388532,24.99403155,57708,溪口國小
121.5431245,25.02289256,1000449,大安健康服務 
121.5564081,25.08133886,1000500,敬業三路二
121.5364639,25.00080184,1001486,古亭地政事務 
121.6205935,25.09164232,1001281,奇頭
121.596963,25.08122662,3885,清白區民活動 
121.5191629,25.06306058,1001035,捷運民權西路 
121.534271,25.126761,4988,水管路
121.5381294,25.04819223,1000164,中山女高
121.504473,25.10037,124,福美站
121.509779,25.141023,439,郵政訓練所
121.5946496,25.0190307,50108,下寮橋
121.539361,25.113005,949,職能發展學院 
121.55896,25.182685,20237,後山一
121.4988229,25.14227181,7237,中和里
121.529167,25.123171,14670,合庫訓練中心
121.5360839,25.01142354,1000635,寶藏巖
121.49573,25.02281,1809,楊聖廟
121.5554633,24.98833846,56102,永建國小
121.533141,25.0336333,2134,信義新生路口
121.511233,25.026838,1913,汀州路
121.547721,25.003244,6739,敦南如意
121.51,25.14789,4838,嶺腳
121.4655161,25.12728943,1000908,學園路口
121.5503526,25.04133529,2318,捷運忠孝敦化 
121.50773,25.14152,20359,源之鄉
121.525903,25.095415,7264,捷運士林站(中 
121.496492,25.02917606,4634,華江高中(西藏)
121.59249,25.07995,4862,康寧路一段
121.5266442,25.12140836,50648,天玉里
121.5129172,25.06859398,1423,民族西路
121.5661627,25.10771043,9415,明溪街
121.561187,25.133867,4816,館地坪
121.5091117,25.02814667,1001233,龍口市場
121.590028,25.081987,994,內湖派出所
121.5589588,24.99235962,392,海巡署一
121.5705143,24.98961154,2537,文山行政中心( 
121.592582,25.045863,50072,南港公園
121.561564,25.032733,200005009,捷運台北101/世 
121.5027639,25.02320826,4644,青年路
121.520643,25.029291,2011,福州街口
121.50979,25.14181,5068,義方國小
121.568534,25.03724,2178,興雅國中
121.577382,25.133177,685,玉皇宮
121.574627,24.991863,50671,萬壽橋頭(秀明)
121.6133028,25.07715495,1001283,康寧天闊站
121.59197,24.97057538,2390,天恩宮
121.5617,25.023023,1001345,玄覺寺
121.5116192,25.05293745,1437,延平長安路口
121.5814889,25.06239078,1000285,行愛路77巷口
121.564249,25.00531012,2502,世界山莊
121.490111,25.034167,14685,力霸社區
121.5657277,25.06530387,1000810,莊敬里
121.5572614,25.03033285,2075,光復南路口
121.5118339,25.05064216,1439,延平鄭州路口
121.5259206,25.10433421,718,忠誠公園
121.5005339,25.12593923,20370,捷運奇岩站(北 
121.534588,25.05779,1572,民生松江路口
121.516211,25.04192711,1994,捷運台大醫院 
121.6190381,25.04344894,50095,胡適國小
121.528537,25.128842,226,明山宮一
121.5957881,25.08327989,1101,清白里
121.5725908,24.99682294,1000543,木柵高工
121.5829904,25.0561536,50428,週美里
121.5582222,24.98090905,1000553,木新市場
121.57428,25.03202,200005051,監控中心
121.559764,25.054069,1000020,長壽公園
121.522345,25.104059,7263,捷運芝山站(福 
121.548777,25.045233,13109,市民敦化路口
121.6142045,25.05968702,1676,南港軟體園區 
121.5508234,25.01598078,2275,青峰活動中心
121.5853656,25.06899591,8666,三民國中
121.4672382,25.12238586,14636,關渡里
121.510227,25.049943,200005045,聯合醫院中興 
121.4989324,25.02941733,4635,萬華國中
121.576757,24.989679,2519,萬興國小
121.5705797,25.00321051,1000089,萬寧街
121.5399322,25.08293441,9439,圓山新城二
121.490789,25.143016,7242,致遠新村
121.5025697,25.03826201,4613,老松國小
121.561671,25.033107,200005007,捷運台北101/世 
121.516322,25.149332,4835,張公聖君廟
121.53884,25.15773,1001464,湖山路二段
121.5257239,25.11151973,584,士東國小
121.557953,25.019475,6015,黎忠市場
121.5674214,25.03275317,2123,信義行政中心( 
121.5281457,25.13764689,7216,行義路三
