SITE_ID(Taipei-Free熱點代碼),AGENCY(機關名稱),NAME(熱點名稱),VENDOR_ID(業者),AREA(行政區),Address(地址),LATITUDE(緯度),LONGITUDE(經度)
TPEE002606,臺北市中正區公所,中正區行政大樓10F防災會議室,TAIFO,中正區,100臺北市中正區忠孝東路一段108號10F,121.5248153,25.0441419
TPEE002607,臺北市中正區公所,中正區行政大樓10F大禮堂正中央,TAIFO,中正區,100臺北市中正區忠孝東路一段108號10F,121.5249008,25.0441933
TPEE002638,臺北市松山區健康服務中心,松山區行政大樓-健康服務中心1F服務臺,TAIFO,松山區,105臺北市松山區八德路四段692號1F,121.5773426,25.049993
TPEE002639,臺北市松山區健康服務中心,松山區行政大樓-健康服務中心2F疫苗室門口,TAIFO,松山區,105臺北市松山區八德路四段692號2F,121.5774564,25.0500198
TPEE002640,臺北市松山區戶政事務所,松山區行政大樓-松山戶政3F會議室門口,TAIFO,松山區,105臺北市松山區八德路四段692號3F,121.5771911,25.0500003
TPEE002641,臺北市松山區戶政事務所,松山區行政大樓-松山戶政4F綜合受理櫃檯15號櫃臺前,TAIFO,松山區,105臺北市松山區八德路四段692號4F,121.5774564,25.0500198
TPEE002642,臺北市松山區戶政事務所,松山區行政大樓-松山戶政4F社會課中央,TAIFO,松山區,105臺北市松山區八德路四段692號4F,121.5774564,25.0500198
TPEE002643,臺北市松山區戶政事務所,松山區行政大樓-松山戶政5F大辦公區南側,TAIFO,松山區,105臺北市松山區八德路四段692號5F,121.5774564,25.0500198
TPEE002644,臺北市松山區戶政事務所,松山區行政大樓-松山戶政5F哺乳室,TAIFO,松山區,105臺北市松山區八德路四段692號5F,121.5771946,25.0500146
TPEE002645,臺北市松山區健康服務中心,松山區行政大樓-健康服務中心6F健康促進組中央,TAIFO,松山區,105臺北市松山區八德路四段692號6F,121.5772693,25.0497172
TPEE002646,臺北市松山區健康服務中心,松山區行政大樓-健康服務中心6F會議室,TAIFO,松山區,105臺北市松山區八德路四段692號6F,121.5776076,25.0501124
TPEE002647,臺北市松山區公所,松山區行政大樓7F服務臺西南方柱子旁,TAIFO,松山區,105臺北市松山區八德路四段692號7F,121.5772592,25.0498337
TPEE002648,臺北市松山區公所,松山區行政大樓8F櫃臺西南方柱子旁,TAIFO,松山區,105臺北市松山區八德路四段692號8F,121.5772592,25.0498337
TPEE002649,臺北市松山區公所,松山區行政大樓9F秘書室門口,TAIFO,松山區,105臺北市松山區八德路四段692號9F,121.5772693,25.0497172
TPEE002650,臺北市松山區公所,松山區行政大樓10F人事室門口,TAIFO,松山區,105臺北市松山區八德路四段692號10F,121.5772693,25.0497172
TPEE002651,臺北市松山區公所,松山區行政大樓11F大禮堂中央,TAIFO,松山區,105臺北市松山區八德路四段692號11F,121.5772693,25.0497172
TPEE002652,臺北市文山區健康服務中心,文山區行政大樓-健康服務中心1F哺乳室,TAIFO,文山區,116臺北市文山區木柵路三段220號1F,121.5702852,24.9891318
TPEE002653,臺北市文山區戶政事務所,文山區行政大樓-文山戶政2F秘書室門口西北,TAIFO,文山區,116臺北市文山區木柵路三段220號2F,121.5704681,24.9892345
TPEE002654,臺北市文山區戶政事務所,文山區行政大樓-文山戶政2F綜合受理10號櫃臺前,TAIFO,文山區,116臺北市文山區木柵路三段220號2F,121.5702133,24.9893566
TPEE002655,臺北市文山區戶政事務所,文山區行政大樓-文山戶政3F總務室,TAIFO,文山區,116臺北市文山區木柵路三段220號3F,121.569871,24.9892257
TPEE002656,臺北市文山區戶政事務所,文山區行政大樓-文山戶政3F人事室,TAIFO,文山區,116臺北市文山區木柵路三段220號3F,121.5704681,24.9892345
TPEE002657,臺北市稅捐稽徵處,文山區行政大樓-稅捐處文山分處4F印花稅服務臺柱子旁,TAIFO,文山區,116臺北市文山區木柵路三段220號4F,121.5702284,24.9892902
TPEE002658,臺北市稅捐稽徵處,文山區行政大樓-稅捐處文山分處4F地政便民工作站前,TAIFO,文山區,116臺北市文山區木柵路三段220號4F,121.5702852,24.9891318
TPEE002659,臺北市文山區公所,文山區行政大樓7F第一會議室後方,TAIFO,文山區,116臺北市文山區木柵路三段220號7F,121.5701331,24.9896239
TPEE002660,臺北市文山區公所,文山區行政大樓8F綜合受理10號櫃臺前,TAIFO,文山區,116臺北市文山區木柵路三段220號8F,121.5701331,24.9896239
TPEE002661,臺北市文山區公所,文山區行政大樓9F會議室門內西北,TAIFO,文山區,116臺北市文山區木柵路三段220號9F,121.5700205,24.9895033
TPEE002662,臺北市文山區公所,文山區行政大樓9F人事室門口,TAIFO,文山區,116臺北市文山區木柵路三段220號9F,121.5701331,24.9896239
TPEE002663,臺北市文山區公所,文山區行政大樓10F大禮堂,TAIFO,文山區,116臺北市文山區木柵路三段220號10F,121.5701331,24.9896239
TPEE002683,臺北市南港區健康服務中心,南港區行政大樓1F掛號櫃臺東北方,TAIFO,南港區,115臺北市南港區南港路一段360號1F,121.6065601,25.0543308
TPEE002684,臺北市南港區健康服務中心,南港區行政大樓-健康服務中心1F會議室門內西北方,TAIFO,南港區,115臺北市南港區南港路一段360號1F,121.6065601,25.0543308
TPEE002685,臺北市南港區公所,南港區行政大樓2F社會課與兵役課中間,TAIFO,南港區,115臺北市南港區南港路一段360號2F,121.6073487,25.0544714
TPEE002686,臺北市稅捐稽徵處,南港區行政大樓-稅捐處南港分處3F印花稅服務臺,TAIFO,南港區,115臺北市南港區南港路一段360號3F,121.6062657,25.0542781
TPEE002687,臺北市南港區戶政事務所,南港區行政大樓-南港戶政4F戶籍資料課前,TAIFO,南港區,115臺北市南港區南港路一段360號4F,121.6065601,25.0543308
TPEE002688,臺北市南港區公所,南港區行政大樓6F收發文臺前,TAIFO,南港區,115臺北市南港區南港路一段360號6F,121.6067896,25.0545599
TPEE002689,臺北市南港區公所,南港區行政大樓6F秘書室門口東北方,TAIFO,南港區,115臺北市南港區南港路一段360號6F,121.6066929,25.0547059
TPEE002690,臺北市南港區健康服務中心,南港區行政大樓-健康服務中心7F健康服務中心門口,TAIFO,南港區,115臺北市南港區南港路一段360號7F,121.6067896,25.0545599
TPEE002691,臺北市南港區健康服務中心,南港區行政大樓-健康服務中心7F會議室門口,TAIFO,南港區,115臺北市南港區南港路一段360號7F,121.6066929,25.0547059
TPEE002692,臺北市南港區公所,南港區行政大樓8F人文課,TAIFO,南港區,115臺北市南港區南港路一段360號8F,121.6066929,25.0547059
TPEE002693,臺北市南港區公所,南港區行政大樓9F經建課西北方,TAIFO,南港區,115臺北市南港區南港路一段360號9F,121.6066929,25.0547059
TPEE002694,臺北市南港區公所,南港區行政大樓10F大禮堂中央,TAIFO,南港區,115臺北市南港區南港路一段360號10F,121.6071689,25.054439
TPEE002695,臺北市士林區健康服務中心,士林區健康服務中心行政大樓1F友善育兒空間門口,TAIFO,士林區,111臺北市士林區中正路439號1F,121.5200429,25.0929903
TPEE002696,臺北市士林區健康服務中心,士林區健康服務中心行政大樓1F高齡友善體驗館門口,TAIFO,士林區,111臺北市士林區中正路439號1F,121.5197473,25.092864
TPEE002697,臺北市動產質借處,士林區行政大樓-動質處士林分處1F動質處門口西北方,TAIFO,士林區,111臺北市士林區中正路439號1F,121.5196789,25.0927105
TPEE002698,臺北市士林區健康服務中心,士林區健康服務中心行政大樓2F衛生局衛生稽查北區稽查股,TAIFO,士林區,111臺北市士林區中正路439號2F,121.5200429,25.0929903
TPEE002699,臺北市士林區健康服務中心,士林區健康服務中心行政大樓2F個案管理組,TAIFO,士林區,111臺北市士林區中正路439號2F,121.5196789,25.0927105
TPEE002700,臺北市士林區戶政事務所,士林區行政大樓-士林戶政3F辦公區22號櫃臺,TAIFO,士林區,111臺北市士林區中正路439號3F,121.5197473,25.092864
TPEE002701,臺北市士林區戶政事務所,士林區行政大樓-士林戶政3F機房門口,TAIFO,士林區,111臺北市士林區中正路439號3F,121.5197473,25.092864
TPEE002702,臺北市士林區戶政事務所,士林區行政大樓-士林戶政4F電腦室門口,TAIFO,士林區,111臺北市士林區中正路439號4F,121.5200429,25.0929903
TPEE002703,臺北市士林區戶政事務所,士林區行政大樓-士林戶政4F出納室外側走廊,TAIFO,士林區,111臺北市士林區中正路439號4F,121.5196789,25.0927105
TPEE002704,臺北市士林地政事務所,士林區行政大樓-士林地政5F登記課,TAIFO,士林區,111臺北市士林區中正路439號5F,121.5197473,25.092864
TPEE002705,臺北市士林地政事務所,士林區行政大樓-士林地政5F地籍資料課9號櫃臺後上方,TAIFO,士林區,111臺北市士林區中正路439號5F,121.5197473,25.092864
TPEE002706,臺北市士林地政事務所,士林區行政大樓-士林地政6F測量儀器室門口,TAIFO,士林區,111臺北市士林區中正路439號6F,121.5202421,25.0930913
TPEE002707,臺北市士林地政事務所,士林區行政大樓-士林地政6F諮詢櫃臺西北方,TAIFO,士林區,111臺北市士林區中正路439號6F,121.5202528,25.0930979
TPEE002708,臺北市士林地政事務所,士林區行政大樓-士林地政7F行政課門口,TAIFO,士林區,111臺北市士林區中正路439號7F,121.5195866,25.0930017
TPEE002709,臺北市政府警察局少年警察隊,士林區行政大樓-警察局少年隊7F少年輔導組門口,TAIFO,士林區,111臺北市士林區中正路439號7F,121.5192966,25.0929658
TPEE002710,臺北市士林區公所,士林區行政大樓8F會議室,TAIFO,士林區,111臺北市士林區中正路439號8F,121.5203214,25.0929721
TPEE002711,臺北市士林區公所,士林區行政大樓8F秘書室門口西北方,TAIFO,士林區,111臺北市士林區中正路439號8F,121.5197687,25.0930433
TPEE002712,臺北市士林區公所,士林區行政大樓9F兵役課業務櫃臺前,TAIFO,士林區,111臺北市士林區中正路439號9F,121.5199092,25.0931046
TPEE002713,臺北市士林區公所,士林區行政大樓9F經建課櫃臺前,TAIFO,士林區,111臺北市士林區中正路439號9F,121.5198136,25.0930381
TPEE002714,臺北市士林區公所,士林區行政大樓10F大禮堂東北方,TAIFO,士林區,111臺北市士林區中正路439號10F,121.5194123,25.0927931
TPEE002715,臺北市士林區公所,士林區行政大樓10F大禮堂西北方,TAIFO,士林區,111臺北市士林區中正路439號10F,121.5198059,25.0930342
TPEE002734,臺北市立圖書館,圖書館葫蘆堵分館4F門口,TAIFO,士林區,111臺北市士林區延平北路五段136巷1號4F,121.5108715,25.0822065
TPEE002735,臺北市立圖書館,圖書館葫蘆堵分館5F服務臺,TAIFO,士林區,111臺北市士林區延平北路五段136巷1號5F,121.510568,25.082337
TPEE002736,臺北市立圖書館,圖書館葫蘆堵分館6F報紙閱覽區,TAIFO,士林區,111臺北市士林區延平北路五段136巷1號6F,121.5108156,25.0823619
TPEE002737,臺北市立圖書館,圖書館葫蘆堵分館7F館藏特色區,TAIFO,士林區,111臺北市士林區延平北路五段136巷1號7F,121.5108296,25.0823999
TPEE002738,臺北市立圖書館,圖書館葫蘆堵分館8F書庫區,TAIFO,士林區,111臺北市士林區延平北路五段136巷1號8F,121.5108285,25.0823868
TPEE002753,臺北市立圖書館,圖書館中崙分館10F參考資料區,TAIFO,松山區,105臺北市松山區長安路二段229號10F,121.5459241,25.0483873
TPEE002754,臺北市立圖書館,圖書館中崙分館8F兒童閱覽區,TAIFO,松山區,105臺北市松山區長安路二段229號8F,121.5458563,25.0484046
TPEE002755,臺北市立圖書館,圖書館中崙分館9F漫畫參考資料區,TAIFO,松山區,105臺北市松山區長安路二段229號9F,121.5458563,25.0484046
TPEE002756,臺北市立圖書館,圖書館松山分館5F自修室中央,TAIFO,松山區,105臺北市松山區八德路四段688號5F,121.5768434,25.0501435
TPEE002757,臺北市立圖書館,圖書館松山分館6F期刊室中央,TAIFO,松山區,105臺北市松山區八德路四段688號6F,121.5772032,25.0501829
TPEE002758,臺北市立圖書館,圖書館松山分館7F服務臺,TAIFO,松山區,105臺北市松山區八德路四段688號7F,121.5768434,25.0501435
TPEE002759,臺北市立圖書館,圖書館松山分館8F兒童閱覽室,TAIFO,松山區,105臺北市松山區八德路四段688號8F,121.5768434,25.0501435
TPEE002772,臺北市政府民政局,萬華頂碩區民活動中心3F入口,TAIFO,萬華區,108臺北市萬華區興寧街2號3F,121.5020869,25.0321795
TPEE002775,臺北市政府民政局,萬華萬華區民活動中心2F舞臺前方,TAIFO,萬華區,108臺北市萬華區東園街19號2F,121.4957492,25.0278326
TPEE002788,臺北市立圖書館,圖書館西園分館3F自修室中央,TAIFO,萬華區,108臺北市萬華區興寧街6號3F,121.5017135,25.0321785
TPEE002789,臺北市立圖書館,圖書館西園分館4F電腦區,TAIFO,萬華區,108臺北市萬華區興寧街6號4F,121.5016968,25.0324045
TPEE002790,臺北市立圖書館,圖書館西園分館5F兒童閱覽區前,TAIFO,萬華區,108臺北市萬華區興寧街6號5F,121.5016557,25.0322685
TPEE002791,臺北市立圖書館,圖書館西園分館6F宗教類與科學類應用科學區前,TAIFO,萬華區,108臺北市萬華區興寧街6號6F,121.5017135,25.0321785
TPEE002792,臺北市立圖書館,圖書館東園分館1F門口,TAIFO,萬華區,108臺北市萬華區東園街199號,121.4981146,25.02273
TPEE002793,臺北市立圖書館,圖書館東園分館2F期刊室,TAIFO,萬華區,108臺北市萬華區東園街199號,121.4979686,25.0226003
TPEE002794,臺北市立圖書館,圖書館東園分館3F書庫區門口,TAIFO,萬華區,108臺北市萬華區東園街199號,121.4981136,25.0226512
TPEE002795,臺北市立圖書館,圖書館東園分館4F自修室,TAIFO,萬華區,108臺北市萬華區東園街199號,121.4981038,25.0226519
TPEE002798,臺北市立圖書館,圖書館萬華分館5F第五書櫃走廊,TAIFO,萬華區,108臺北市萬華區東園街19號5F,121.4958048,25.0278846
TPEE002799,臺北市立圖書館,圖書館萬華分館6F綜合服務臺前,TAIFO,萬華區,108臺北市萬華區東園街19號6F,121.4957331,25.0277872
TPEE002803,臺北市立圖書館,圖書館萬華分館7F學習e樂園門口,TAIFO,萬華區,108臺北市萬華區東園街19號7F,121.4958058,25.0278126
TPEE002830,臺北市立圖書館,圖書館成功民眾閱覽室4F中央,TAIFO,大安區,106臺北市大安區和平東路二段311巷29號,121.545361,25.0255462
TPEE002840,臺北市動產質借處,動質處古亭分處B1F辦公室門口,TAIFO,中正區,100臺北市中正區和平西路一段59號B1F,121.5197751,25.0267042
TPEE002854,臺北市立圖書館,圖書館王貫英先生紀念圖書館1F期刊區入口,TAIFO,中正區,100臺北市中正區汀州路二段265號1F,121.5239502,25.0224389
TPEE002855,臺北市立圖書館,圖書館王貫英先生紀念圖書館2F兒童閱覽區,TAIFO,中正區,100臺北市中正區汀州路二段265號2F,121.5239298,25.0223949
TPEE002856,臺北市立圖書館,圖書館王貫英先生紀念圖書館2F新移民閱覽區,TAIFO,中正區,100臺北市中正區汀州路二段265號2F,121.5238574,25.0224645
TPEE002857,臺北市立圖書館,圖書館王貫英先生紀念圖書館3F自修區,TAIFO,中正區,100臺北市中正區汀州路二段265號3F,121.5239402,25.0224742
TPEE002858,臺北市立圖書館,圖書館王貫英先生紀念圖書館3F筆電區,TAIFO,中正區,100臺北市中正區汀州路二段265號3F,121.5239684,25.0224401
TPEE002860,臺北市政府警察局,警察局局本部1F志工服務臺,TAIFO,中正區,100臺北市中正區延平南路96號1F,121.5095664,25.0439422
TPEE002876,臺北市政府警察局交通警察大隊,交警大隊聯合服務中心1F服務臺前,TAIFO,中正區,100臺北市中正區愛國西路26號1F,121.511025,25.035268
TPEE002879,臺北市政府民政局,中正幸安區民活動中心3F中央,TAIFO,中正區,100臺北市中正區濟南路二段46號3F,121.5309751,25.0401668
TPEE002880,臺北市立圖書館,圖書館城中分館3F兒童閱覽區前方,TAIFO,中正區,100臺北市中正區濟南路二段46號3F,121.5309396,25.04035
TPEE002909,臺北市政府民政局,信義六合區民活動中心3F門口,TAIFO,信義區,110臺北市信義區松仁路240巷19號3F,121.5686912,25.0244333
TPEE002910,臺北市立圖書館,圖書館六合分館3F自修室,TAIFO,信義區,110臺北市信義區松仁路240巷19號3F,121.5685972,25.0244144
TPEE002911,臺北市立圖書館,圖書館六合分館4F兒童閱覽區,TAIFO,信義區,110臺北市信義區松仁路240巷19號4F,121.5687802,25.0244594
TPEE002912,臺北市立圖書館,圖書館六合分館5F哺乳室,TAIFO,信義區,110臺北市信義區松仁路240巷19號5F,121.5687643,25.0244158
TPEE002935,臺北市立圖書館,圖書館中崙分館7F期刊區中央,TAIFO,松山區,105臺北市松山區長安路二段229號7F,121.5458563,25.0484046
TPEE002949,臺北市立動物園,動物園-昆蟲館2F視聽室,TAIFO,文山區,116臺北市文山區新光路二段30號,121.5807105,24.996687
TPEE002950,臺北市政府體育局,臺北體育館1F櫃臺旁,TAIFO,松山區,105臺北市松山區南京東路四段10號,121.552266,25.0511226
TPEE002959,臺北市政府公務人員訓練中心,公務人員訓練處E棟1F公共電腦區門外,TAIFO,文山區,116臺北市文山區萬美街二段21巷20號E棟1F,121.5616629,25.0040863
TPEE002960,臺北市政府公務人員訓練中心,公務人員訓練處E棟1F國際會議廳門左側,TAIFO,文山區,116臺北市文山區萬美街二段21巷20號E棟1F,121.5617225,25.0042121
TPEE002961,臺北市政府公務人員訓練中心,公務人員訓練處E棟1F教務組門外,TAIFO,文山區,116臺北市文山區萬美街二段21巷20號E棟1F,121.5616629,25.0040863
TPEE002962,臺北市政府公務人員訓練中心,公務人員訓練處E棟2F203普通教門外,TAIFO,文山區,116臺北市文山區萬美街二段21巷20號E棟2F,121.561588,25.0042483
TPEE002963,臺北市政府公務人員訓練中心,公務人員訓練處E棟2F202普通教室外走廊,TAIFO,文山區,116臺北市文山區萬美街二段21巷20號E棟2F,121.5618509,25.0040052
TPEE002964,臺北市政府公務人員訓練中心,公務人員訓練處E棟3F301電腦教室外,TAIFO,文山區,116臺北市文山區萬美街二段21巷20號E棟3F,121.5615541,25.0042374
TPEE002965,臺北市政府公務人員訓練中心,公務人員訓練處E棟3F308電腦教室外走廊,TAIFO,文山區,116臺北市文山區萬美街二段21巷20號E棟3F,121.5618086,25.0040058
TPEE002966,臺北市政府公務人員訓練中心,公務人員訓練處E棟4F401教室外走廊,TAIFO,文山區,116臺北市文山區萬美街二段21巷20號E棟4F,121.5615501,25.0042304
TPEE002967,臺北市政府公務人員訓練中心,公務人員訓練處C棟1F大禮堂左側,TAIFO,文山區,116臺北市文山區萬美街二段21巷20號C棟1F,121.5614063,25.004695
TPEE002968,臺北市政府公務人員訓練中心,公務人員訓練處E棟5F圖書館逃生門口,TAIFO,文山區,116臺北市文山區萬美街二段21巷20號E棟5F,121.5616629,25.0040863
TPEE002974,臺北市立圖書館,圖書館建成分館4F多功能活動室旁天方板,TAIFO,大同區,103臺北市大同區民生西路198號,121.5165151,25.0568992
TPEE002975,臺北市立圖書館,圖書館建成分館4F筆電區,TAIFO,大同區,103臺北市大同區民生西路198號,121.5166862,25.0569552
TPEE002976,臺北市立圖書館,圖書館建成分館4F資訊檢索區,TAIFO,大同區,103臺北市大同區民生西路198號,121.5162738,25.0569264
TPEE002994,臺北市政府民政局,大同保生區民活動中心1F通道,TAIFO,大同區,103臺北市大同區重慶北路三段313巷25號1F,121.514889,25.0740775
TPEE002995,臺北市立圖書館,圖書館大同分館B1F共學區內,TAIFO,大同區,103臺北市大同區重慶北路三段318號,121.51328,25.0741533
TPEE002997,臺北市立圖書館,圖書館大同分館B1F樂齡學習中心門口,TAIFO,大同區,103臺北市大同區重慶北路三段318號B1,121.5135632,25.0742593
TPEE002998,臺北市立圖書館,圖書館大同分館1F館藏特色區,TAIFO,大同區,103臺北市大同區重慶北路三段318號1F,121.51328,25.0741533
TPEE002999,臺北市立圖書館,圖書館大同分館B1F自修室,TAIFO,大同區,103臺北市大同區重慶北路三段318號B1,121.5135632,25.0742593
TPEE003000,臺北市政府工務局衛生下水道工程處,衛生下水道工程處1F中庭,TAIFO,大同區,103臺北市大同區酒泉街235號1F,121.5108587,25.0725933
TPEE003016,臺北市立動物園,動物園-昆蟲館1F特展區,TAIFO,文山區,116臺北市文山區新光路二段30號,121.5807105,24.996687
TPEE003028,臺北市立圖書館,圖書館大直分館3F筆電區,TAIFO,中山區,104臺北市中山區大直街25號3F,121.5467457,25.081959
TPEE003029,臺北市立圖書館,圖書館大直分館4F外文圖書區,TAIFO,中山區,104臺北市中山區大直街25號4F,121.5467567,25.081884
TPEE003030,臺北市立圖書館,圖書館大直分館5F自修區中央,TAIFO,中山區,104臺北市中山區大直街25號5F,121.5465271,25.0817303
TPEE003049,臺北市殯葬管理處,殯葬處富德靈骨塔1F入門口左側服務中心,TAIFO,文山區,116臺北市文山區木柵路五段190號1F,121.5914025,25.0115438
TPEE003067,臺北市立動物園,動物園-貓熊館2F賣場門口,TAIFO,文山區,116臺北市文山區新光路二段30號,121.5830966,24.9973838
TPEE003093,臺北市立圖書館,圖書館景美分館2F綜合服務臺,TAIFO,文山區,116臺北市文山區羅斯福路五段176巷50號2F,121.5363035,25.003763
TPEE003094,臺北市立圖書館,圖書館景美分館3F一般書庫區,TAIFO,文山區,116臺北市文山區羅斯福路五段176巷50號3F,121.5362405,25.0036585
TPEE003095,臺北市立圖書館,圖書館景美分館4F自修室,TAIFO,文山區,116臺北市文山區羅斯福路五段176巷50號4F,121.5364356,25.0037545
TPEE003108,臺北市立圖書館,圖書館西湖分館1F期刊合訂本區,TAIFO,內湖區,114臺北市內湖區內湖路一段594號1F,121.5772937,25.0787082
TPEE003109,臺北市立圖書館,圖書館西湖分館2F宗教類與語文類中央,TAIFO,內湖區,114臺北市內湖區內湖路一段594號2F,121.5772424,25.0786852
TPEE003110,臺北市立圖書館,圖書館西湖分館3F視聽資料閱覽區,TAIFO,內湖區,114臺北市內湖區內湖路一段594號3F,121.5772424,25.0786852
TPEE003111,臺北市立圖書館,圖書館西湖分館4F音樂廳舞臺左側,TAIFO,內湖區,114臺北市內湖區內湖路一段594號4F,121.5771465,25.07868
TPEE003112,臺北市立圖書館,圖書館西湖分館B1F自修室,TAIFO,內湖區,114臺北市內湖區內湖路一段594號B1F,121.5772693,25.0787172
TPEE003113,臺北市內湖區公所,內湖碧山區民活動中心B1F中央,TAIFO,內湖區,114臺北市內湖區內湖路三段60巷6-8號B1F,121.5920624,25.0865794
TPEE003142,臺北市政府捷運工程局,捷運工程局12F第一會議室左側,TAIFO,中山區,104臺北市中山區中山北段二段48巷7號12F,121.5212211,25.0558757
TPEE003143,臺北市政府捷運工程局,捷運工程局12F第三會議室門口,TAIFO,中山區,104臺北市中山區中山北段二段49巷7號12F,121.5213532,25.0556212
TPEE003144,臺北市就業服務處,就業服務處萬華就業服務臺3F諮詢服務區,TAIFO,萬華區,108臺北市萬華區和平西路三段251號3F,121.4948402,25.0357915
TPEE003162,臺北市政府民政局,士林中洲區民活動中心1F中央,TAIFO,士林區,111臺北市士林區延平北路九段80號1F,121.4745674,25.1063754
TPEE003163,臺北市政府民政局,士林葫蘆堵區民活動中心10F,TAIFO,士林區,111臺北市士林區延平北路五段136巷1號10F,121.5107692,25.0824779
TPEE003185,臺北市立圖書館,圖書館清江分館3F自修室,TAIFO,北投區,112臺北市北投區公館路198號,121.5069373,25.1277281
TPEE003186,臺北市立圖書館,圖書館清江分館3F服務台辦公室內,TAIFO,北投區,112臺北市北投區公館路198號,121.506811,25.127609
TPEE003194,臺北市立圖書館,圖書館石牌分館3F自修室,TAIFO,北投區,112臺北市北投區明德路208巷5號3F,121.5220539,25.1131039
TPEE003195,臺北市立圖書館,圖書館石牌分館4F期刊區與綜合服務區中央,TAIFO,北投區,112臺北市北投區明德路208巷5號4F,121.522188,25.1131005
TPEE003196,臺北市立圖書館,圖書館石牌分館6F開架閱覽室,TAIFO,北投區,112臺北市北投區明德路208巷5號6F,121.5228903,25.1132406
TPEE003197,臺北市立圖書館,圖書館石牌分館7F外文書籍區,TAIFO,北投區,112臺北市北投區明德路208巷5號7F,121.5226169,25.112991
TPEE003198,臺北市立圖書館,圖書館石牌分館8F參考資料區,TAIFO,北投區,112臺北市北投區明德路208巷5號8F,121.5221089,25.1131163
TPEE003199,臺北市立圖書館,圖書館石牌分館9F青少年閱覽室,TAIFO,北投區,112臺北市北投區明德路208巷5號9F,121.5221052,25.113109
TPEE003200,臺北市立浩然敬老院,浩然敬老院2F西側駐警櫃台區,TAIFO,信義區,110臺北市信義區大道路116號2F,121.5834582,25.0387077
TPEE003204,臺北市大安地政事務所,大安地政1F綜合謄本6號櫃臺前,TAIFO,大安區,106臺北市大安區信義路四段335巷6號1F,121.5564318,25.0338085
TPEE003205,臺北市大安地政事務所,大安地政1F19號審查櫃臺前,TAIFO,大安區,106臺北市大安區信義路四段335巷6號1F,121.556465,25.0335988
TPEE003206,臺北市大安地政事務所,大安地政2F205製圖室門口右側,TAIFO,大安區,106臺北市大安區信義路四段335巷6號2F,121.5564997,25.0337893
TPEE003207,臺北市大安地政事務所,大安地政2F203儲藏室門口左側,TAIFO,大安區,106臺北市大安區信義路四段335巷6號2F,121.556519,25.0335636
TPEE003208,臺北市大安地政事務所,大安地政3F301行政課門口,TAIFO,大安區,106臺北市大安區信義路四段335巷6號3F,121.5564834,25.0336921
TPEE003209,臺北市大安地政事務所,大安地政3F304文物用品室門口,TAIFO,大安區,106臺北市大安區信義路四段335巷6號3F,121.5564318,25.0338085
TPEE003210,臺北市大安地政事務所,大安地政4F402地籍資料課門口,TAIFO,大安區,106臺北市大安區信義路四段335巷6號4F,121.5564318,25.0338085
TPEE003211,臺北市中正區公所,中正區行政大樓1F服務台,TAIFO,中正區,100臺北市中正區忠孝東路一段108號1F,121.5247613,25.0443212
TPEE003223,臺北市立圖書館,圖書館親子美育數位分館1F服務台,TAIFO,南港區,115臺北市南港區研究院路二段61巷15號1F,121.6175305,25.0448072
TPEE003224,臺北市立圖書館,圖書館親子美育數位分館2F兒童閱覽室中央,TAIFO,南港區,115臺北市南港區研究院路二段61巷15號2F,121.6176338,25.0447452
TPEE003243,臺北市稅捐稽徵處,稅捐處松山分處3F民眾休息區,TAIFO,松山區,105臺北市松山區八德路三段178號3F,121.5558153,25.0479216
TPEE003244,臺北市稅捐稽徵處,稅捐處松山分處4F民眾休息區,TAIFO,松山區,105臺北市松山區八德路三段178號4F,121.5558783,25.0477499
TPEE003245,臺北市稅捐稽徵處,稅捐處松山分處5F機房門口,TAIFO,松山區,105臺北市松山區八德路三段178號5F,121.5559548,25.0479199
TPEE003247,臺北市中正區健康服務中心,中正區健康服務中心1F體適能健康便利站門口,TAIFO,中正區,100臺北市中正區牯嶺街24號1F,121.5160773,25.0304015
TPEE003248,臺北市中正區健康服務中心,中正區健康服務中心2F202會議室門口,TAIFO,中正區,100臺北市中正區牯嶺街24號2F,121.5160944,25.0303969
TPEE003249,臺北市中正區健康服務中心,中正區健康服務中心3F健康促進組門口,TAIFO,中正區,100臺北市中正區牯嶺街24號3F,121.5161118,25.030396
TPEE003250,臺北市中正區健康服務中心,中正區健康服務中心4F會議室門口,TAIFO,中正區,100臺北市中正區牯嶺街24號4F,121.5161179,25.0304051
TPEE003258,臺北市立圖書館,圖書館六合分館4F視聽資料與期刊區交界處,TAIFO,信義區,110臺北市信義區松仁路240巷19號4F,121.5687292,25.0244513
TPEE003259,臺北市立圖書館,圖書館六合分館5F視聽室,TAIFO,信義區,110臺北市信義區松仁路240巷19號5F,121.5688751,25.0243025
TPEE003260,臺北市立圖書館,圖書館葫蘆堵分館3F藏書閣中央,TAIFO,士林區,111臺北市士林區延平北路五段136巷1號3F,121.5106579,25.0823058
TPEE003261,臺北市立圖書館,圖書館葫蘆堵分館9F視聽室,TAIFO,士林區,111臺北市士林區延平北路五段136巷1號9F,121.510795,25.0823929
TPEE003262,臺北市立圖書館,圖書館石牌分館5F兒童閱覽區靠中央樓梯,TAIFO,北投區,112臺北市北投區明德路208巷5號5F,121.5227456,25.1129603
